Policy,MOE_energy,ExcessPercent,Rows,TailRegret
openloop,0.946912728125462,5.60635318311028,900,1.59043167999981
sweepcal,0.870474285827474,14.8799012539926,900,1.42469761982265
purerl_off,0.948344149290496,5.44695201084441,900,4.78195759000994
known,0.922765667702326,8.36987493151822,900,10.7662481485999
