Algorithm,Seed,MOE_energy,EnergyExcessPercent,EactualNorm
ea_multistart,11,0.977575130644423,2.29392797060974,3557.37363910593
ea_multistart,12,0.977626922881879,2.28850869329263,3557.18517831795
ea_multistart,13,0.97779014729281,2.27143347360186,3556.59137047798
tracker,11,0.984808550846507,1.54257892464835,3531.24472468357
tracker,12,0.985804030798787,1.44003967905366,3527.67881987877
tracker,13,0.985270261009449,1.49499478198598,3529.58993853835
esc,11,0.971809965498209,2.90077643804976,3578.47740140962
esc,12,0.968790730907471,3.22146652490112,3589.62971986996
esc,13,0.968352880920915,3.26813909501542,3591.25280516826
