Algorithm,Scenario,Seed,TailErr,FinalErr,RegretPercent,MOE_energy,EnergyExcessPercent,TSearchOrRecovery,SearchSteps,BudgetUtilization,EnergyOn,MOENoWind
ea_multistart,static_wind,11,0.239384093863357,0.244922019095569,0.52405345966206,0.947608226587616,5.52884324369464,153,181,1,1,NaN
ea_multistart,static_wind,12,0.647201361267347,1.08637185629825,2.84630904819457,0.946372973750792,5.66658471201538,146,210,1,1,NaN
ea_multistart,static_wind,13,0.195890912228365,0.300912733193652,0.378869155420267,0.948207422388379,5.462156948863,152,181,1,1,NaN
ea_multistart,static_wind,14,0.519957966613732,0.0617171707644779,1.81603417925926,0.948899955202347,5.38518781853626,155,187,1,1,NaN
ea_multistart,static_wind,15,0.261140910118395,0.21818130841936,0.606111219275495,0.947569322463699,5.53317591582437,152,181,1,1,NaN
ea_multistart,static_wind,16,0.162576334798799,0.350969628051767,0.281906353477886,0.945567034807578,5.75664793596562,287,195,1,1,NaN
ea_multistart,static_wind,17,0.837635466717358,1.26102888104305,3.59016351231807,0.947696979746845,5.5189603186376,111,202,1,1,NaN
ea_multistart,static_wind,18,0.460524395694372,0.00228359984511872,1.52265835607358,0.94635182282894,5.66894635556243,155,210,1,1,NaN
ea_multistart,static_wind,19,0.164540062005207,0.347696749374421,0.287255212478231,0.955428408688399,4.66508959816134,111,187,1,1,NaN
ea_multistart,static_wind,20,0.122876393485262,0.46104407528687,0.186494392013982,0.948192244293765,5.46384512402568,152,181,1,1,NaN
ea_multistart,static_wind,21,0.267538244702399,0.210504506918555,0.631096808867247,0.954525659779338,4.76407729376018,146,187,1,1,NaN
ea_multistart,static_wind,22,0.640799739802674,0.173091681255254,2.63596950326885,0.946421180459935,5.66120250119791,157,210,1,1,NaN
ea_multistart,static_wind,23,0.161189226598054,0.58371256128037,0.27760881495804,0.948046568438544,5.48005058939501,189,181,1,1,NaN
ea_multistart,static_wind,24,0.512929646606882,0.0546888507576284,1.78089122043383,0.949166042184512,5.3556443821456,155,187,1,1,NaN
ea_multistart,static_wind,25,0.160437301704873,0.0175889914552787,13.5296946803119,0.929867635327124,7.54218794250252,146,262,1,1,NaN
ea_multistart,static_wind,26,0.63645626615089,1.0450833651128,3.5602840787894,0.94632896404159,5.6714988125473,152,210,1,1,NaN
ea_multistart,static_wind,27,0.652446283618732,0.194205487769478,2.48040169200206,0.945963135567846,5.71236472124434,159,187,1,1,NaN
ea_multistart,static_wind,28,0.125661139611051,0.478677579870304,0.186779195404451,0.947818030276817,5.50548397016069,154,181,1,1,NaN
ea_multistart,static_wind,29,0.464507204386826,0.00626640853757188,1.54198552537939,0.949829575694013,5.28204486255643,154,187,1,1,NaN
ea_multistart,static_wind,30,0.278832131956998,0.196951842213037,0.676704366704132,0.953995775219342,4.8222671395039,146,187,1,1,NaN
multistart,static_wind,11,2.52425028807219,2.06600949222293,7.64792233470403,0.915753089321097,9.19974081019591,20,205,1,1,NaN
multistart,static_wind,12,2.18091289211448,1.72267209626523,5.61349949390155,0.920357308806483,8.65345343938186,20,233,1,1,NaN
multistart,static_wind,13,2.44242197918338,1.98418118333413,7.14063904262224,0.898320031763358,11.3189024669805,20,233,1,1,NaN
multistart,static_wind,14,2.50843894219855,2.05019814634929,7.55074877665948,0.911294945922664,9.73395654987683,20,233,1,1,NaN
multistart,static_wind,15,4.86653061412683,5.32477140997609,11.0619961049759,0.892414068600378,12.0556068292777,20,205,1,1,NaN
multistart,static_wind,16,2.50390821720389,2.04566742135464,7.52279562675645,0.912032667338267,9.64519537644004,20,233,1,1,NaN
multistart,static_wind,17,2.72909773959196,2.2708569437427,8.79625597527655,0.905582810655949,10.4261242851618,20,233,1,1,NaN
multistart,static_wind,18,1.19622628398638,0.737985488137125,4.17695834593481,0.930735043088813,7.44196293300814,20,233,1,1,NaN
multistart,static_wind,19,2.64536124442724,2.18712044857799,8.35924580739055,0.911215223447844,9.74355720443447,20,205,1,1,NaN
multistart,static_wind,20,2.72332933527607,2.26508853942682,8.76803935648011,0.906183832080903,10.3528847677257,20,233,1,1,NaN
multistart,static_wind,21,2.5147082308983,2.05646743504905,7.5893526517729,0.912004001537615,9.64864170705677,20,233,1,1,NaN
multistart,static_wind,22,2.86539782778445,2.4071570319352,9.36430496204405,0.907172720810997,10.2325915516967,20,205,1,1,NaN
multistart,static_wind,23,2.38602052473521,1.92777972888596,6.79027478417462,0.915147852569599,9.2719605025733,20,233,1,1,NaN
multistart,static_wind,24,1.35140857589641,0.893167780047154,4.24230078152181,0.934049573243559,7.06069877291667,20,205,1,1,NaN
multistart,static_wind,25,1.1908995075177,0.732658711668447,4.172069259831,0.917075875010471,9.04223164616366,20,233,1,1,NaN
multistart,static_wind,26,4.27423555332819,3.81599475747893,9.07752795515483,0.902321244660614,10.8252749137172,20,205,1,1,NaN
multistart,static_wind,27,0.12418701919008,0.428236871369982,0.197498406000928,0.941726242733988,6.1879721113891,20,261,1,1,NaN
multistart,static_wind,28,5.0434101514177,5.50165094726696,11.3422357818252,0.891200821232235,12.2081551290911,20,205,1,1,NaN
multistart,static_wind,29,2.50516800286627,2.04692720701701,7.53057248217288,0.912098086623931,9.63733118895489,20,233,1,1,NaN
multistart,static_wind,30,4.97014546676715,5.4283862626164,11.2599358070939,0.891661539563511,12.1501775762947,20,205,1,1,NaN
tracker,static_wind,11,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,12,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,13,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,14,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,15,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,16,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,17,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,18,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,19,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,20,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,21,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,22,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,23,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,24,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,25,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,26,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,27,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,28,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,29,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
tracker,static_wind,30,0.805023580873884,1.24094873542841,0.248278367745974,0.996225974714225,0.378832251072097,2,238,1,1,NaN
grid,static_wind,11,0.742681528939358,1.20092232478861,2.8224805766788,0.915454552001121,9.23535175111298,274,161,1,1,NaN
grid,static_wind,12,0.867681528939358,1.32592232478861,3.36253857473586,0.913291264017897,9.49409453460012,NaN,161,1,1,NaN
