v,P_true_W,P_L0_W,biasL0_pct,loadFactorMean
0,614.830568363234,584.830571617757,-4.87939251708655,1.00000000079449
2,534.503017672787,584.826024914395,9.41491545935776,1.00427283577263
4,492.616027372776,584.512229944782,18.6547325839371,1.01774467041397
5,487.033867209509,584.066972710756,19.9232768056162,1.02825995934749
6,492.205368207584,583.350755340265,18.5177555995775,1.04146932096779
8,537.732067377135,581.198790795241,8.08334225446527,1.07640118073566
10,640.41630934762,579.328989094254,-9.53868903113885,1.1232939367563
