Algorithm,Seed,MOE_energy,EnergyExcessPercent,EactualNorm
ea_multistart,11,0.993783889918549,0.625499179903224,3499.35235948034
ea_multistart,12,0.990494668242016,0.959655015090075,3510.9729628048
ea_multistart,13,0.993782735030583,0.625616118117148,3499.35642612367
multistart,11,0.992912554029375,0.71380364180743,3502.42323544752
multistart,12,0.991729577730094,0.833939256791678,3506.60107159421
multistart,13,0.992623282139873,0.743153822084907,3503.44391731685
fixed,11,1,0,3477.60000000002
fixed,12,1,0,3477.60000000002
fixed,13,1,0,3477.60000000002
