v,Ptrue_W,Pl0_W,bias_W,dH3_W,dH5_W,dDrag_W,dAux_W,n_krpm
10.65,511.468535670279,448.366455794787,-63.1020798754921,195.501503362663,6.64283964440533,221.96074359375,30,0.721277231392769
10.7,514.503836659125,448.624869263627,-65.8789673954974,195.84972054217,6.6270366876676,225.10165125,30,0.721425256849381
10.75,517.57245262425,448.886873205138,-68.6855794191125,196.197899451714,6.61142808957656,228.27205078125,30,0.721575281132046
10.8,520.674512979124,449.152499411233,-71.5220135678911,196.54607870334,6.59601227123064,231.47208,30,0.721727320097099
10.85,523.810147506672,449.421779773217,-74.388367733455,196.894296666866,6.58078768157068,234.70187671875,30,0.721881389600647
10.9,526.979486353214,449.694746280783,-77.284740072431,197.242591474445,6.56575279687569,237.96157875,30,0.722037505497127
10.95,530.182660022491,449.971431020993,-80.2112290014981,197.591001025021,6.55090612026879,241.25132390625,30,0.722195683637858
11,533.419799369807,450.251866177265,-83.1679331925425,197.93956298869,6.53624618123297,244.57125,30,0.722355939869578
11.05,536.691035596253,450.536084028334,-86.1549515679193,198.288314810967,6.52177153513657,247.92149484375,30,0.722518290032978
11.1,539.996500243033,450.824116947216,-89.1723832958173,198.637293716951,6.50748076276809,251.30219625,30,0.722682749961219
11.15,543.336325185888,451.115997400162,-92.2203277857269,198.986536715404,6.49337246988044,254.71349203125,30,0.722849335478456
11.2,546.710642629604,451.411757945598,-95.2988846840055,199.336080602738,6.47944528674405,258.15552,30,0.723018062398333
11.25,550.119585102609,451.711431233064,-98.4081538695445,199.685961966914,6.46569786770886,261.62841796875,30,0.723188946522488
