Algorithm,Seed,MOE_energy,EnergyExcessPercent,EactualNorm
ea_multistart,11,0.977299599082097,2.32276785329939,3568.63318583492
ea_multistart,12,0.972994696659748,2.77548309697472,3584.42219033712
ea_multistart,13,0.967439005734091,3.36568962724443,3605.00637364847
tracker,11,0.985162836578369,1.50606203063476,3540.14955933643
tracker,12,0.985079427948777,1.514656750298,3540.44931082338
tracker,13,0.985349164401109,1.48686740986848,3539.48012317776
esc,11,0.966099237589691,3.50903520997367,3610.00572828188
esc,12,0.962525458952306,3.89335582754191,3623.4093855385
esc,13,0.966032617030448,3.51617350912709,3610.25468530077
